Date,Open,High,Low,Close,Adj Close,Volume
2021-03-29,191.153915,237.241821,162.496124,183.776642,183.776642,28993989044
2021-04-05,183.738068,188.975204,136.032867,179.184311,179.184311,20132424859
2021-04-12,178.947571,195.729248,134.501114,156.309326,156.309326,21142456092
2021-04-19,156.305634,164.515060,130.213318,133.926620,133.926620,12966526222
2021-04-26,134.032547,167.265472,133.789566,162.581589,162.581589,8881853660
2021-05-03,162.471619,164.764359,135.802155,146.416107,146.416107,9640009850
2021-05-10,146.372940,149.252686,91.444763,107.695923,107.695923,11597435051
2021-05-17,107.696007,107.830719,55.122223,65.106728,65.106728,13798276693
2021-05-24,65.000572,79.586296,62.760204,68.422081,68.422081,7402526135
2021-05-31,68.353630,97.089188,66.385757,87.023476,87.023476,9059364810
2021-06-07,87.052170,92.115517,66.406921,73.185097,73.185097,6333639407
2021-06-14,73.111832,77.191368,60.046967,63.315895,63.315895,3667011580
2021-06-21,63.224270,63.629108,42.869896,56.127647,56.127647,6008221175
2021-06-28,56.212738,65.860847,54.981098,58.772308,58.772308,3996557079
2021-07-05,58.700653,58.700653,52.790462,55.096260,55.096260,1851448269
2021-07-12,55.131660,55.445843,45.185581,46.892002,46.892002,1677059694
2021-07-19,46.861366,51.213566,40.122231,49.005375,49.005375,2524618610
2021-07-26,49.046089,57.955044,47.486992,53.937824,53.937824,3614656100
2021-08-02,53.920795,70.779480,52.870968,64.469620,64.469620,4388831698
2021-08-09,64.466476,75.058159,61.528549,73.186211,73.186211,5757009008
2021-08-16,73.108643,79.216362,66.311417,77.239769,77.239769,5216257183
2021-08-23,77.219536,82.133263,70.629883,73.672806,73.672806,4771793023
2021-08-30,73.711700,119.971771,70.511955,113.604744,113.604744,9275890705
2021-09-06,113.814018,118.305763,73.104942,83.781456,83.781456,17027153390
2021-09-13,83.709335,90.586540,73.677101,83.519791,83.519791,7692977244
2021-09-20,83.547600,83.716782,50.149471,55.733105,55.733105,10799679551
2021-09-27,55.889107,73.920639,54.803661,69.079216,69.079216,9217841179
2021-10-04,69.115189,80.969734,65.753891,69.883102,69.883102,8651475337
2021-10-11,69.919830,74.509453,61.294903,63.418892,63.418892,6811714153
2021-10-18,63.722336,68.116768,61.295185,62.658470,62.658470,4078870981
2021-10-25,62.605076,66.747856,52.295315,64.410339,64.410339,5594336571
2021-11-01,64.397308,66.416061,58.643513,62.594185,62.594185,4422166942
2021-11-08,62.634674,69.642883,58.849400,62.564407,62.564407,5558334140
2021-11-15,62.576069,63.324829,49.102493,53.286945,53.286945,5580516093
2021-11-22,53.227924,53.407867,48.732002,50.635777,50.635777,1523625658
2021-11-25,50.754250,51.434422,49.854031,50.019016,50.019016,504344736
