Date,Open,High,Low,Close,Adj Close,Volume
2021-03-29,2.591327,2.660439,2.351905,2.491998,2.491998,1130341557
2021-04-05,2.491003,3.996415,2.033936,3.130769,3.130769,8127739555
2021-04-12,3.129079,3.276071,2.227993,2.694819,2.694819,3090584109
2021-04-19,2.699691,2.795297,1.746597,2.029043,2.029043,2674989586
2021-04-26,2.036588,2.844558,2.014162,2.628677,2.628677,2359468984
2021-05-03,2.628935,2.740376,2.292228,2.436143,2.436143,1829171925
2021-05-10,2.437110,2.601962,1.819699,1.970974,1.970974,1835571797
2021-05-17,1.971760,2.020902,0.743622,0.953385,0.953385,1715451834
2021-05-24,0.947830,2.052422,0.918205,1.527318,1.527318,2849080948
2021-05-31,1.525653,1.713426,1.406371,1.481422,1.481422,1157683998
2021-06-07,1.480001,1.570116,1.153335,1.308299,1.308299,934633567
2021-06-14,1.305717,1.533973,1.140397,1.254063,1.254063,879973320
2021-06-21,1.250734,1.262941,0.769731,1.000705,1.000705,799135456
2021-06-28,1.004344,1.241164,0.978392,1.170500,1.170500,750770730
2021-07-05,1.169858,1.500389,1.076154,1.373698,1.373698,1672165972
2021-07-12,1.378147,1.464673,1.121895,1.187634,1.187634,1276813049
2021-07-19,1.186086,1.375150,0.927119,1.373280,1.373280,1442113961
2021-07-26,1.367327,1.493223,1.225570,1.376731,1.376731,1556953549
2021-08-02,1.375810,1.543000,1.325816,1.411575,1.411575,1018380276
2021-08-09,1.410786,1.725928,1.360579,1.667959,1.667959,1343677415
2021-08-16,1.667613,1.956480,1.455770,1.847445,1.847445,1558801202
2021-08-23,1.844535,2.217488,1.786784,2.187918,2.187918,2580401053
2021-08-30,2.186112,2.314109,1.955187,2.196273,2.196273,1769883368
2021-09-06,2.191413,2.260367,1.487712,1.711122,1.711122,1415951931
2021-09-13,1.712102,1.772897,1.521198,1.570527,1.570527,631339522
2021-09-20,1.572488,1.574234,1.194933,1.326835,1.326835,755954988
2021-09-27,1.330686,1.572503,1.195130,1.548432,1.548432,620267860
2021-10-04,1.550317,1.749066,1.525289,1.584437,1.584437,1029661252
2021-10-11,1.584581,1.762153,1.450783,1.639862,1.639862,794875681
2021-10-18,1.635251,1.980598,1.574080,1.777107,1.777107,1127689696
2021-10-25,1.773176,3.495858,1.763380,2.565016,2.565016,6122673069
2021-11-01,2.579259,3.621483,2.398545,3.331285,3.331285,7313268622
2021-11-08,3.319754,3.319754,2.609385,3.080378,3.080378,2944159164
2021-11-15,3.085723,3.906254,2.567329,3.306857,3.306857,5653029860
2021-11-22,3.301337,4.686965,3.155440,4.490629,4.490629,4115282585
2021-11-25,4.446874,4.827480,4.199392,4.823172,4.823172,2112519680
