Date,Open,High,Low,Close,Adj Close,Volume
2020-11-23,208.906494,211.852051,151.756180,168.197861,168.197861,4672968085
2020-11-30,168.189163,195.894882,165.883118,178.552292,178.552292,5069787111
2020-12-07,178.547073,187.343735,159.654449,168.595352,168.595352,3226460839
2020-12-14,168.629395,193.263092,164.451508,182.791260,182.791260,3954838404
2020-12-21,182.900040,192.420258,151.146240,167.302536,167.302536,4508726525
2020-12-28,167.383850,174.121857,155.695541,171.390671,171.390671,3407890516
2021-01-04,171.379532,324.542206,162.558517,253.705032,253.705032,13860214904
2021-01-11,253.704102,253.704102,163.851151,199.098801,199.098801,12176691225
2021-01-18,199.100327,214.569412,170.318909,174.951324,174.951324,7578848872
2021-01-25,174.885757,192.720673,158.522171,173.860458,173.860458,7173302140
2021-02-01,173.856476,195.570160,172.762711,183.060074,183.060074,5870185121
2021-02-08,183.012802,282.137909,181.534058,262.399017,262.399017,13406652354
2021-02-15,262.250244,273.425201,214.449982,242.594482,242.594482,11142390417
2021-02-22,242.585831,245.546448,169.496109,177.448685,177.448685,9084110993
2021-03-01,177.481140,193.898300,176.156601,185.419907,185.419907,4351232713
2021-03-08,185.408249,233.738754,178.905960,200.486649,200.486649,6007441401
2021-03-15,200.139069,228.902191,186.457748,202.240891,202.240891,7040970970
2021-03-22,202.188797,226.063782,187.966614,199.372284,199.372284,6503972221
2021-03-29,199.378967,267.531586,197.871231,230.277847,230.277847,9312713836
2021-04-05,230.360870,289.403839,230.238724,276.960236,276.960236,12202152284
2021-04-12,276.875122,491.635376,252.828949,332.847107,332.847107,21174861244
2021-04-19,333.540802,339.602722,206.742355,238.627655,238.627655,12626114097
2021-04-26,238.884018,344.933105,237.732117,332.259888,332.259888,9036262796
2021-05-03,332.170959,457.238800,316.945282,359.344086,359.344086,17601916899
2021-05-10,359.389954,410.830902,290.599060,315.099396,315.099396,16008053546
2021-05-17,315.247253,316.698761,129.340607,150.825363,150.825363,15053603622
2021-05-24,150.660858,189.662888,146.351959,166.559036,166.559036,9236620114
2021-05-31,166.632919,191.480484,161.491989,178.709457,178.709457,6447436841
2021-06-07,178.748428,179.946945,152.113434,171.086090,171.086090,6041878763
2021-06-14,171.085907,175.330704,145.616653,153.240891,153.240891,4597786695
2021-06-21,153.234756,153.719986,107.627602,130.933899,130.933899,4952648783
2021-06-28,130.897598,170.166611,130.257248,149.319351,149.319351,5053971389
2021-07-05,149.336502,149.336502,134.956650,138.287567,138.287567,3722538490
2021-07-12,138.326492,143.137695,121.322929,123.471878,123.471878,2168745679
2021-07-19,123.468361,129.723053,111.814842,128.232437,128.232437,1754860985
2021-07-26,128.247177,148.959412,127.837425,142.417404,142.417404,2399060719
2021-08-02,142.355209,159.702499,134.594116,144.858841,144.858841,2432943579
2021-08-09,144.888412,173.352997,142.930969,172.354691,172.354691,3064997074
2021-08-16,172.313431,176.309402,150.989014,165.886734,165.886734,2560907811
2021-08-23,165.873154,213.438889,153.555008,195.917145,195.917145,3355335837
2021-08-30,195.403564,202.196945,162.503250,196.214432,196.214432,3091544818
2021-09-06,196.165726,201.458130,147.638153,156.748932,156.748932,3272727104
2021-09-13,156.760361,175.367950,147.430984,162.252869,162.252869,2246936702
2021-09-20,162.260391,162.260391,118.884277,129.578918,129.578918,3228909908
2021-09-27,129.615829,146.721664,122.911400,145.048843,145.048843,2134567858
2021-10-04,145.056000,185.218994,140.238281,173.883423,173.883423,2927019278
2021-10-11,173.839996,181.359344,164.179703,169.128510,169.128510,2648239840
2021-10-18,169.143402,178.584061,166.291687,172.536835,172.536835,1650455719
2021-10-25,172.443863,174.509476,154.111694,165.510361,165.510361,1660479342
2021-11-01,165.537430,177.035431,162.228378,169.259201,169.259201,1508461914
2021-11-08,169.292786,198.756165,168.265793,178.221680,178.221680,2058225282
2021-11-15,178.217010,180.075134,145.604172,160.605362,160.605362,1417181370
2021-11-22,160.738617,161.017578,151.617813,159.153198,159.153198,443908613
2021-11-25,159.678192,161.518692,155.909760,156.326065,156.326065,153083744
