Date,Open,High,Low,Close,Adj Close,Volume
2021-09-27,18.663607,20.447889,17.999260,19.685955,19.685955,2098755379
2021-10-04,19.684715,21.288837,18.551338,18.644041,18.644041,2253944686
2021-10-11,18.626753,21.105440,17.732285,19.482174,19.482174,2619048863
2021-10-18,19.491377,20.716476,19.311962,19.516466,19.516466,1946284314
2021-10-25,19.477793,20.109816,17.294815,17.675655,17.675655,2299601191
2021-11-01,17.656588,20.499863,17.313429,20.247793,20.247793,2575502513
2021-11-08,20.248304,20.296511,17.676985,18.393942,18.393942,1970875141
2021-11-15,18.397390,19.150627,14.113453,15.269213,15.269213,2283524995
2021-11-22,15.263943,15.779681,13.665169,13.951813,13.951813,831785010
2021-11-25,13.954426,14.489111,13.877520,14.014363,14.014363,265625584
