Date,Open,High,Low,Close,Adj Close,Volume
2020-11-23,0.004200,0.004256,0.002980,0.003448,0.003448,546656866
2020-11-30,0.003448,0.003580,0.003268,0.003388,0.003388,384784411
2020-12-07,0.003388,0.003400,0.003009,0.003256,0.003256,283757645
2020-12-14,0.003256,0.004678,0.003178,0.004625,0.004625,1005405450
2020-12-21,0.004627,0.005406,0.003640,0.004548,0.004548,1695010153
2020-12-28,0.004548,0.013867,0.004278,0.009771,0.009771,6728378661
2021-01-04,0.009785,0.011421,0.007878,0.009860,0.009860,4669103304
2021-01-11,0.009858,0.010030,0.006770,0.009067,0.009067,2551797881
2021-01-18,0.009070,0.009613,0.007654,0.008727,0.008727,1391969278
2021-01-25,0.008727,0.077973,0.007294,0.037196,0.037196,45359682180
2021-02-01,0.037054,0.084357,0.029195,0.078782,0.078782,51941100416
2021-02-08,0.078352,0.084945,0.056723,0.062537,0.062537,41590422363
2021-02-15,0.062568,0.063924,0.048034,0.055980,0.055980,24457389035
2021-02-22,0.056044,0.060466,0.042410,0.048052,0.048052,16655250530
2021-03-01,0.048070,0.052397,0.047879,0.052122,0.052122,8704255861
2021-03-08,0.052123,0.063052,0.051672,0.058592,0.058592,14697916615
2021-03-15,0.058531,0.060639,0.054143,0.057234,0.057234,7641462170
2021-03-22,0.057259,0.057732,0.049697,0.053698,0.053698,5747049473
2021-03-29,0.053678,0.070111,0.052269,0.057404,0.057404,11978153026
2021-04-05,0.057411,0.079243,0.056435,0.074649,0.074649,17111651232
2021-04-12,0.074544,0.437700,0.068889,0.320475,0.320475,173047270323
2021-04-19,0.320466,0.431751,0.163669,0.251111,0.251111,117448425789
2021-04-26,0.251240,0.400029,0.248026,0.376046,0.376046,51655337710
2021-05-03,0.373631,0.737567,0.373631,0.570070,0.570070,210588047462
2021-05-10,0.569687,0.589690,0.357175,0.514895,0.514895,98210631242
2021-05-17,0.513413,0.684735,0.218267,0.308071,0.308071,59461468677
2021-05-24,0.306715,0.380010,0.281793,0.302224,0.302224,25897491373
2021-05-31,0.301949,0.444590,0.294330,0.371807,0.371807,37662982421
2021-06-07,0.371566,0.379678,0.296660,0.324382,0.324382,17155737791
2021-06-14,0.323903,0.336927,0.256467,0.280900,0.280900,10627230130
2021-06-21,0.280660,0.289145,0.164654,0.264450,0.264450,30935547695
2021-06-28,0.264918,0.274940,0.238268,0.246483,0.246483,11849266192
2021-07-05,0.246419,0.246419,0.196607,0.215856,0.215856,10502590205
2021-07-12,0.216010,0.218965,0.169230,0.182233,0.182233,9335558088
2021-07-19,0.181818,0.214210,0.160728,0.197864,0.197864,13356668915
2021-07-26,0.198030,0.232767,0.195350,0.204437,0.204437,14923848699
2021-08-02,0.204279,0.281379,0.193750,0.240045,0.240045,19198032161
2021-08-09,0.240122,0.348722,0.231410,0.341441,0.341441,34318088606
2021-08-16,0.340165,0.350953,0.282016,0.314963,0.314963,30840040458
2021-08-23,0.314926,0.328094,0.265313,0.281125,0.281125,16300007123
2021-08-30,0.281233,0.315009,0.270047,0.314527,0.314527,15454107023
2021-09-06,0.314315,0.319751,0.216527,0.250617,0.250617,17711145618
2021-09-13,0.250624,0.259535,0.228911,0.233142,0.233142,8985985576
2021-09-20,0.233161,0.233606,0.194489,0.204962,0.204962,11294628693
2021-09-27,0.205241,0.226228,0.195042,0.221748,0.221748,7219951467
2021-10-04,0.221930,0.271509,0.213284,0.229805,0.229805,20811390748
2021-10-11,0.229450,0.244447,0.216447,0.237898,0.237898,10916115464
2021-10-18,0.237806,0.281935,0.236472,0.277048,0.277048,18886283517
2021-10-25,0.275745,0.338843,0.220328,0.280244,0.280244,44988462773
2021-11-01,0.280123,0.285551,0.250521,0.266315,0.266315,13185007757
2021-11-08,0.266728,0.296532,0.238030,0.262912,0.262912,14647538681
2021-11-15,0.262870,0.265170,0.216099,0.226328,0.226328,9534560222
2021-11-22,0.226160,0.236201,0.211836,0.217332,0.217332,4153692173
2021-11-25,0.217326,0.220442,0.214648,0.215103,0.215103,1329940096
